Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall,Temperature,Humidity
Arhar/Tur,2010,Kharif,maharashtra,1301900.0,975800,1389.0,216258609.0,312456.0,0.70125,27.06,25.534,80.46600000000001
Bajra,2010,Kharif,maharashtra,1034600.0,1123500,1389.0,171857406.0,248304.0,0.87,27.06,25.534,80.46600000000001
Castor seed,2010,Kharif,maharashtra,9800.0,4190,1389.0,1627878.0,2352.0,0.527368421,27.06,25.534,80.46600000000001
Cotton(lint),2010,Kharif,maharashtra,3941900.0,7472500,1389.0,654789009.0,946056.0,1.861538462,27.06,25.534,80.46600000000001
Gram,2010,Rabi,maharashtra,1437900.0,1300200,1389.0,238849569.0,345096.0,0.866451613,3.2800000000000002,22.442,49.824
Groundnut,2010,Kharif,maharashtra,275200.0,345500,1389.0,45713472.0,66048.0,0.9456,27.06,25.534,80.46600000000001
Groundnut,2010,Summer,maharashtra,89300.0,124800,1389.0,14833623.0,21432.0,1.405,0.29000000000000004,33.035,27.465000000000003
Jowar,2010,Kharif,maharashtra,1031700.0,1367500,1389.0,171375687.0,247608.0,1.2292,27.06,25.534,80.46600000000001
Jowar,2010,Rabi,maharashtra,3027500.0,2084800,1389.0,502898025.0,726600.0,0.859259259,3.2800000000000002,22.442,49.824
Linseed,2010,Rabi,maharashtra,39300.0,10314,1389.0,6528123.0,9432.0,0.265,3.2800000000000002,22.442,49.824
Maize,2010,Kharif,maharashtra,730600.0,2208900,1389.0,121359966.0,175344.0,2.230769231,27.06,25.534,80.46600000000001
Maize,2010,Rabi,maharashtra,137600.0,361800,1389.0,22856736.0,33024.0,2.514,3.2800000000000002,22.442,49.824
Maize,2010,Summer,maharashtra,22300.0,31300,1389.0,3704253.0,5352.0,1.26,0.29000000000000004,33.035,27.465000000000003
Moong(Green Gram),2010,Kharif,maharashtra,553700.0,372400,1389.0,91975107.0,132888.0,0.68125,27.06,25.534,80.46600000000001
Niger seed,2010,Kharif,maharashtra,34700.0,7500,1389.0,5764017.0,8328.0,0.244736842,27.06,25.534,80.46600000000001
Other  Rabi pulses,2010,Rabi,maharashtra,133000.0,57700,1389.0,22092630.0,31920.0,0.483043478,3.2800000000000002,22.442,49.824
Other Kharif pulses,2010,Kharif,maharashtra,129400.0,61380,1389.0,21494634.0,31056.0,0.449354839,27.06,25.534,80.46600000000001
Ragi,2010,Kharif,maharashtra,120000.0,117500,1389.0,19933200.0,28800.0,1.044166667,27.06,25.534,80.46600000000001
Rapeseed &Mustard,2010,Rabi,maharashtra,7700.0,2860,1389.0,1279047.0,1848.0,0.414347826,3.2800000000000002,22.442,49.824
Rice,2010,Kharif,maharashtra,1486200.0,2625100,1389.0,246872682.0,356688.0,1.3116,27.06,25.534,80.46600000000001
Rice,2010,Summer,maharashtra,29500.0,65800,1389.0,4900245.0,7080.0,2.388888889,0.29000000000000004,33.035,27.465000000000003
Safflower,2010,Rabi,maharashtra,172900.0,93900,1389.0,28720419.0,41496.0,0.556,3.2800000000000002,22.442,49.824
Sesamum,2010,Kharif,maharashtra,52600.0,18830,1389.0,8737386.0,12624.0,0.329666667,27.06,25.534,80.46600000000001
Sesamum,2010,Rabi,maharashtra,2900.0,906,1389.0,481719.0,696.0,0.33,3.2800000000000002,22.442,49.824
Small millets,2010,Kharif,maharashtra,53600.0,27170,1389.0,8903496.0,12864.0,0.503448276,27.06,25.534,80.46600000000001
Small millets,2010,Rabi,maharashtra,4476900.0,4750000,1389.0,743657859.0,1074456.0,1.377575758,3.2800000000000002,22.442,49.824
Soyabean,2010,Kharif,maharashtra,2729100.0,4316100,1389.0,453330801.0,654984.0,1.663928571,27.06,25.534,80.46600000000001
Sunflower,2010,Kharif,maharashtra,68800.0,35000,1389.0,11428368.0,16512.0,0.4765,27.06,25.534,80.46600000000001
Sunflower,2010,Rabi,maharashtra,138800.0,89800,1389.0,23056068.0,33312.0,0.63047619,3.2800000000000002,22.442,49.824
Sunflower,2010,Summer,maharashtra,6300.0,6500,1389.0,1046493.0,1512.0,0.976470588,0.29000000000000004,33.035,27.465000000000003
Urad,2010,Kharif,maharashtra,481700.0,328700,1389.0,80015187.0,115608.0,0.713636364,27.06,25.534,80.46600000000001
Wheat,2010,Rabi,maharashtra,1306600.0,2300800,1389.0,217039326.0,313584.0,1.709333333,3.2800000000000002,22.442,49.824
Arhar/Tur,2010,Kharif,punjab,4200.0,3900,392.7,697662.0,1008.0,0.949,19.32,30.584000000000003,57.416
Bajra,2010,Kharif,punjab,3000.0,3000,392.7,498330.0,720.0,1.0,19.32,30.584000000000003,57.416
Barley,2010,Rabi,punjab,12000.0,44000,392.7,1993320.0,2880.0,3.64625,1.9600000000000002,16.544,44.18
Cotton(lint),2010,Kharif,punjab,483000.0,1822000,392.7,80231130.0,115920.0,3.643636364,19.32,30.584000000000003,57.416
Gram,2010,Rabi,punjab,2100.0,2700,392.7,348831.0,504.0,1.21125,1.9600000000000002,16.544,44.18
Groundnut,2010,Kharif,punjab,2200.0,3900,392.7,365442.0,528.0,1.283333333,19.32,30.584000000000003,57.416
Guar seed,2010,Kharif,punjab,18200.0,16800,392.7,3023202.0,4368.0,0.924,19.32,30.584000000000003,57.416
Maize,2010,Kharif,punjab,133000.0,491000,392.7,22092630.0,31920.0,3.710909091,19.32,30.584000000000003,57.416
Masoor,2010,Rabi,punjab,1100.0,739,392.7,182721.0,264.0,0.686666667,1.9600000000000002,16.544,44.18
Moong(Green Gram),2010,Kharif,punjab,7800.0,6300,392.7,1295658.0,1872.0,0.861666667,19.32,30.584000000000003,57.416
Peas & beans (Pulses),2010,Rabi,punjab,3200.0,4100,392.7,531552.0,768.0,1.226666667,1.9600000000000002,16.544,44.18
Rapeseed &Mustard,2010,Rabi,punjab,31000.0,41000,392.7,5149410.0,7440.0,1.242941176,1.9600000000000002,16.544,44.18
Rice,2010,Kharif,punjab,2831000.0,10837000,392.7,470257410.0,679440.0,3.834,19.32,30.584000000000003,57.416
Sesamum,2010,Kharif,punjab,5700.0,2300,392.7,946827.0,1368.0,0.42,19.32,30.584000000000003,57.416
Urad,2010,Kharif,punjab,2800.0,1600,392.7,465108.0,672.0,0.734,19.32,30.584000000000003,57.416
Wheat,2010,Rabi,punjab,3510000.0,16472000,392.7,583046100.0,842400.0,4.6485,1.9600000000000002,16.544,44.18
Arhar/Tur,2010,Kharif,tamil nadu,35751.0,23669,1095.2,5938598.61,8580.24,0.688928571,15.55,27.976,70.602
Castor seed,2010,Kharif,tamil nadu,5972.0,1711,1095.2,992008.92,1433.28,0.5676,15.55,27.976,70.602
Cotton(lint),2010,Kharif,tamil nadu,120765.0,247930,1095.2,20060274.15,28983.6,2.360344828,15.55,27.976,70.602
Gram,2010,Rabi,tamil nadu,7296.0,4936,1095.2,1211938.56,1751.04,0.538181818,15.270000000000001,24.672,79.00399999999999
Groundnut,2010,Kharif,tamil nadu,385509.0,895638,1095.2,64036899.99,92522.16,2.338387097,15.55,27.976,70.602
Horse-gram,2010,Kharif,tamil nadu,47320.0,21729,1095.2,7860325.2,11356.8,0.444615385,15.55,27.976,70.602
Maize,2010,Kharif,tamil nadu,230489.0,1027536,1095.2,38286527.79,55317.36,4.527857143,15.55,27.976,70.602
Moong(Green Gram),2010,Kharif,tamil nadu,171666.0,57683,1095.2,28515439.26,41199.84,0.465666667,15.55,27.976,70.602
Ragi,2010,Kharif,tamil nadu,75650.0,171096,1095.2,12566221.5,18156.0,2.283461538,15.55,27.976,70.602
Rice,2010,Kharif,tamil nadu,1905726.0,5792415,1095.2,316560145.9,457374.24,3.597419355,15.55,27.976,70.602
Sunflower,2010,Kharif,tamil nadu,8718.0,10036,1095.2,1448146.98,2092.32,1.258518519,15.55,27.976,70.602
Urad,2010,Kharif,tamil nadu,304432.0,123011,1095.2,50569199.52,73063.68,0.484666667,15.55,27.976,70.602
Arhar/Tur,2010,Kharif,uttar pradesh,344186.0,308419,742.6,57172736.46,82604.64,0.846760563,27.799999999999997,29.968,70.078
Bajra,2010,Kharif,uttar pradesh,935272.0,1556891,742.6,155358031.9,224465.28,1.3345,27.799999999999997,29.968,70.078
Barley,2010,Rabi,uttar pradesh,162406.0,402239,742.6,26977260.66,38977.44,2.496805556,1.4100000000000001,18.384,54.55
Cotton(lint),2010,Kharif,uttar pradesh,3734.0,673,742.6,620254.74,896.16,0.168461538,27.799999999999997,29.968,70.078
Dry chillies,2010,Kharif,uttar pradesh,13673.0,11964,742.6,2271222.03,3281.52,0.885441176,27.799999999999997,29.968,70.078
Ginger,2010,Kharif,uttar pradesh,893.0,2538,742.6,148336.23,214.32,2.850555556,27.799999999999997,29.968,70.078
Gram,2010,Rabi,uttar pradesh,570289.0,530326,742.6,94730705.79,136869.36,1.03115942,1.4100000000000001,18.384,54.55
Groundnut,2010,Kharif,uttar pradesh,85258.0,84246,742.6,14162206.38,20461.92,0.972807018,27.799999999999997,29.968,70.078
Guar seed,2010,Kharif,uttar pradesh,2441.0,2033,742.6,405474.51,585.84,0.838032787,27.799999999999997,29.968,70.078
Jowar,2010,Kharif,uttar pradesh,201205.0,207513,742.6,33422162.55,48289.2,1.008813559,27.799999999999997,29.968,70.078
Linseed,2010,Rabi,uttar pradesh,30443.0,13944,742.6,5056886.73,7306.32,0.4825,1.4100000000000001,18.384,54.55
Maize,2010,Kharif,uttar pradesh,718026.0,1052727,742.6,119271298.9,172326.24,1.40915493,27.799999999999997,29.968,70.078
Maize,2010,Rabi,uttar pradesh,5492.0,16498,742.6,912276.12,1318.08,3.0012,1.4100000000000001,18.384,54.55
Maize,2010,Summer,uttar pradesh,30204.0,44279,742.6,5017186.44,7248.96,1.469285714,1.08,35.095,17.84
Masoor,2010,Rabi,uttar pradesh,586132.0,410968,742.6,97362386.52,140671.68,0.771388889,1.4100000000000001,18.384,54.55
Moong(Green Gram),2010,Kharif,uttar pradesh,41377.0,19457,742.6,6873133.47,9930.48,0.473818182,27.799999999999997,29.968,70.078
Moong(Green Gram),2010,Summer,uttar pradesh,47491.0,42436,742.6,7888730.01,11397.84,0.854603175,1.08,35.095,17.84
Onion,2010,Rabi,uttar pradesh,9830.0,180951,742.6,1632861.3,2359.2,18.39901408,1.4100000000000001,18.384,54.55
Peas & beans (Pulses),2010,Rabi,uttar pradesh,303341.0,353322,742.6,50387973.51,72801.84,1.29115942,1.4100000000000001,18.384,54.55
Potato,2010,Rabi,uttar pradesh,556533.0,13576573,742.6,92445696.63,133567.92,22.96777778,1.4100000000000001,18.384,54.55
Rapeseed &Mustard,2010,Rabi,uttar pradesh,603593.0,716960,742.6,100262833.2,144862.32,1.056944444,1.4100000000000001,18.384,54.55
Rice,2010,Kharif,uttar pradesh,5631949.0,11938078,742.6,935523048.4,1351667.76,2.052916667,27.799999999999997,29.968,70.078
Rice,2010,Summer,uttar pradesh,25121.0,54221,742.6,4172849.31,6029.04,2.032222222,1.08,35.095,17.84
Sannhamp,2010,Kharif,uttar pradesh,2065.0,675,742.6,343017.15,495.6,0.325294118,27.799999999999997,29.968,70.078
Sesamum,2010,Kharif,uttar pradesh,335623.0,66157,742.6,55750336.53,80549.52,0.194626866,27.799999999999997,29.968,70.078
Small millets,2010,Kharif,uttar pradesh,8762.0,6290,742.6,1455455.82,2102.88,0.781666667,27.799999999999997,29.968,70.078
Soyabean,2010,Kharif,uttar pradesh,10939.0,13475,742.6,1817077.29,2625.36,1.216923077,27.799999999999997,29.968,70.078
Sugarcane,2010,Kharif,uttar pradesh,2124850.0,120544784,742.6,352958833.5,509964.0,52.28,27.799999999999997,29.968,70.078
Sunflower,2010,Summer,uttar pradesh,4083.0,8677,742.6,678227.13,979.92,2.002777778,1.08,35.095,17.84
Sweet potato,2010,Kharif,uttar pradesh,16779.0,206633,742.6,2787159.69,4026.96,12.29888889,27.799999999999997,29.968,70.078
Tobacco,2010,Rabi,uttar pradesh,25906.0,131506,742.6,4303245.66,6217.44,5.069,1.4100000000000001,18.384,54.55
Turmeric,2010,Rabi,uttar pradesh,1294.0,4066,742.6,214946.34,310.56,3.1075,1.4100000000000001,18.384,54.55
Urad,2010,Kharif,uttar pradesh,494406.0,333778,742.6,82125780.66,118657.44,0.653194444,27.799999999999997,29.968,70.078
Urad,2010,Summer,uttar pradesh,61321.0,38202,742.6,10186031.31,14717.04,0.685,1.08,35.095,17.84
Wheat,2010,Rabi,uttar pradesh,9636540.0,30000632,742.6,1600725659.0,2312769.6,3.077222222,1.4100000000000001,18.384,54.55
Arhar/Tur,2010,Rabi,jammu and kashmir,2.0,1,1352.0,332.22,0.48,0.55,3.16,-12.886,62.239999999999995
Bajra,2010,Kharif,jammu and kashmir,16544.0,9881,1352.0,2748123.84,3970.56,0.605,5.24,5.086,53.69
Barley,2010,Kharif,jammu and kashmir,102.0,30,1352.0,16943.22,24.48,0.31,5.24,5.086,53.69
Barley,2010,Rabi,jammu and kashmir,8936.0,4917,1352.0,1484358.96,2144.64,0.7075,3.16,-12.886,62.239999999999995
Cotton(lint),2010,Kharif,jammu and kashmir,27.0,15,1352.0,4484.97,6.48,0.57,5.24,5.086,53.69
Cowpea(Lobia),2010,Kharif,jammu and kashmir,762.0,382,1352.0,126575.82,182.88,0.5,5.24,5.086,53.69
Cowpea(Lobia),2010,Rabi,jammu and kashmir,45.0,90,1352.0,7474.95,10.8,2.01,3.16,-12.886,62.239999999999995
Dry chillies,2010,Kharif,jammu and kashmir,551.0,540,1352.0,91526.61,132.24,0.992,5.24,5.086,53.69
Garlic,2010,Kharif,jammu and kashmir,41.0,31,1352.0,6810.51,9.84,0.755,5.24,5.086,53.69
Garlic,2010,Rabi,jammu and kashmir,562.0,490,1352.0,93353.82,134.88,0.854444444,3.16,-12.886,62.239999999999995
Ginger,2010,Kharif,jammu and kashmir,25.0,32,1352.0,4152.75,6.0,1.346666667,5.24,5.086,53.69
Ginger,2010,Rabi,jammu and kashmir,2.0,2,1352.0,332.22,0.48,0.9,3.16,-12.886,62.239999999999995
Gram,2010,Rabi,jammu and kashmir,165.0,91,1352.0,27408.15,39.6,0.55,3.16,-12.886,62.239999999999995
Groundnut,2010,Kharif,jammu and kashmir,2.0,1,1352.0,332.22,0.48,0.65,5.24,5.086,53.69
Horse-gram,2010,Kharif,jammu and kashmir,1006.0,312,1352.0,167106.66,241.44,0.345714286,5.24,5.086,53.69
Jowar,2010,Kharif,jammu and kashmir,57.0,34,1352.0,9468.27,13.68,0.6,5.24,5.086,53.69
Linseed,2010,Rabi,jammu and kashmir,170.0,192,1352.0,28238.7,40.8,0.98,3.16,-12.886,62.239999999999995
Maize,2010,Kharif,jammu and kashmir,308215.0,527690,1352.0,51197593.65,73971.6,1.5675,5.24,5.086,53.69
Masoor,2010,Kharif,jammu and kashmir,561.0,316,1352.0,93187.71,134.64,0.65,5.24,5.086,53.69
Masoor,2010,Rabi,jammu and kashmir,53.0,29,1352.0,8803.83,12.72,0.555,3.16,-12.886,62.239999999999995
Moong(Green Gram),2010,Kharif,jammu and kashmir,946.0,402,1352.0,157140.06,227.04,0.4975,5.24,5.086,53.69
Moong(Green Gram),2010,Rabi,jammu and kashmir,17.0,20,1352.0,2823.87,4.08,1.2,3.16,-12.886,62.239999999999995
Moth,2010,Kharif,jammu and kashmir,3693.0,2082,1352.0,613444.23,886.32,0.655833333,5.24,5.086,53.69
Onion,2010,Kharif,jammu and kashmir,187.0,166,1352.0,31062.57,44.88,0.984285714,5.24,5.086,53.69
Onion,2010,Rabi,jammu and kashmir,462.0,1110,1352.0,76742.82,110.88,2.207142857,3.16,-12.886,62.239999999999995
Other  Rabi pulses,2010,Rabi,jammu and kashmir,141.0,146,1352.0,23421.51,33.84,0.608333333,3.16,-12.886,62.239999999999995
Other Cereals,2010,Kharif,jammu and kashmir,381.0,193,1352.0,63287.91,91.44,0.503333333,5.24,5.086,53.69
Other Cereals,2010,Rabi,jammu and kashmir,112.0,78,1352.0,18604.32,26.88,0.7,3.16,-12.886,62.239999999999995
Other Kharif pulses,2010,Kharif,jammu and kashmir,5035.0,6525,1352.0,836363.85,1208.4,1.126,5.24,5.086,53.69
Peas & beans (Pulses),2010,Kharif,jammu and kashmir,262.0,146,1352.0,43520.82,62.88,0.53,5.24,5.086,53.69
Peas & beans (Pulses),2010,Rabi,jammu and kashmir,724.0,666,1352.0,120263.64,173.76,0.712,3.16,-12.886,62.239999999999995
Potato,2010,Kharif,jammu and kashmir,1180.0,6495,1352.0,196009.8,283.2,6.053333333,5.24,5.086,53.69
Potato,2010,Rabi,jammu and kashmir,1233.0,16702,1352.0,204813.63,295.92,17.04,3.16,-12.886,62.239999999999995
Rapeseed &Mustard,2010,Rabi,jammu and kashmir,59519.0,50582,1352.0,9886701.09,14284.56,0.757368421,3.16,-12.886,62.239999999999995
Rice,2010,Kharif,jammu and kashmir,261347.0,507404,1352.0,43412350.17,62723.28,1.874,5.24,5.086,53.69
Sannhamp,2010,Kharif,jammu and kashmir,156.0,88,1352.0,25913.16,37.44,0.645,5.24,5.086,53.69
Sesamum,2010,Kharif,jammu and kashmir,4626.0,2039,1352.0,768424.86,1110.24,0.443333333,5.24,5.086,53.69
Small millets,2010,Kharif,jammu and kashmir,3427.0,1332,1352.0,569258.97,822.48,0.455714286,5.24,5.086,53.69
Sugarcane,2010,Kharif,jammu and kashmir,18.0,27,1352.0,2989.98,4.32,1.5,5.24,5.086,53.69
Tobacco,2010,Kharif,jammu and kashmir,3.0,1,1352.0,498.33,0.72,0.37,5.24,5.086,53.69
Turmeric,2010,Kharif,jammu and kashmir,9.0,9,1352.0,1494.99,2.16,1.036666667,5.24,5.086,53.69
Turmeric,2010,Rabi,jammu and kashmir,4.0,4,1352.0,664.44,0.96,0.93,3.16,-12.886,62.239999999999995
Urad,2010,Kharif,jammu and kashmir,14367.0,4844,1352.0,2386502.37,3448.08,0.47,5.24,5.086,53.69
Wheat,2010,Rabi,jammu and kashmir,286777.0,442706,1352.0,47636527.47,68826.48,1.468,3.16,-12.886,62.239999999999995
other oilseeds,2010,Kharif,jammu and kashmir,156.0,70,1352.0,25913.16,37.44,0.455,5.24,5.086,53.69
Arhar/Tur,2010,Rabi,west bengal,1555.0,2212,1096.0,258301.05,373.2,1.18,3.1399999999999997,21.55,60.916
Bajra,2010,Kharif,west bengal,64.0,24,1096.0,10631.04,15.36,0.675,32.39,28.310000000000002,84.468
Barley,2010,Rabi,west bengal,2024.0,2790,1096.0,336206.64,485.76,1.368333333,3.1399999999999997,21.55,60.916
Castor seed,2010,Kharif,west bengal,85.0,51,1096.0,14119.35,20.4,0.6,32.39,28.310000000000002,84.468
Cotton(lint),2010,Kharif,west bengal,631.0,1092,1096.0,104815.41,151.44,1.763333333,32.39,28.310000000000002,84.468
Gram,2010,Rabi,west bengal,22144.0,23675,1096.0,3678339.84,5314.56,1.028461538,3.1399999999999997,21.55,60.916
Groundnut,2010,Rabi,west bengal,12222.0,21947,1096.0,2030196.42,2933.28,1.675,3.1399999999999997,21.55,60.916
Groundnut,2010,Summer,west bengal,47697.0,79338,1096.0,7922948.67,11447.28,1.599444444,7.0,32.3,61.485
Horse-gram,2010,Kharif,west bengal,2363.0,1190,1096.0,392517.93,567.12,0.529,32.39,28.310000000000002,84.468
Jute,2010,Kharif,west bengal,568463.0,8137465,1096.0,94427388.93,136431.12,15.62588235,32.39,28.310000000000002,84.468
Khesari,2010,Rabi,west bengal,25778.0,30222,1096.0,4281983.58,6186.72,1.116875,3.1399999999999997,21.55,60.916
Linseed,2010,Rabi,west bengal,4116.0,1444,1096.0,683708.76,987.84,0.350769231,3.1399999999999997,21.55,60.916
Maize,2010,Rabi,west bengal,17229.0,84356,1096.0,2861909.19,4134.96,3.234545455,3.1399999999999997,21.55,60.916
Maize,2010,Summer,west bengal,39124.0,184380,1096.0,6498887.64,9389.76,2.883529412,7.0,32.3,61.485
Masoor,2010,Rabi,west bengal,57447.0,53369,1096.0,9542521.17,13787.28,0.755882353,3.1399999999999997,21.55,60.916
Mesta,2010,Kharif,west bengal,6256.0,76752,1096.0,1039184.16,1501.44,8.576666667,32.39,28.310000000000002,84.468
Moong(Green Gram),2010,Kharif,west bengal,869.0,613,1096.0,144349.59,208.56,0.666666667,32.39,28.310000000000002,84.468
Moong(Green Gram),2010,Rabi,west bengal,1820.0,1201,1096.0,302320.2,436.8,0.773,3.1399999999999997,21.55,60.916
Moong(Green Gram),2010,Summer,west bengal,14956.0,10352,1096.0,2484341.16,3589.44,0.673125,7.0,32.3,61.485
Niger seed,2010,Kharif,west bengal,3714.0,2529,1096.0,616932.54,891.36,0.555,32.39,28.310000000000002,84.468
Other  Rabi pulses,2010,Rabi,west bengal,255.0,112,1096.0,42358.05,61.2,0.446666667,3.1399999999999997,21.55,60.916
Other Kharif pulses,2010,Kharif,west bengal,837.0,543,1096.0,139034.07,200.88,0.546666667,32.39,28.310000000000002,84.468
Peas & beans (Pulses),2010,Rabi,west bengal,11622.0,13594,1096.0,1930530.42,2789.28,0.91375,3.1399999999999997,21.55,60.916
Potato,2010,Rabi,west bengal,406349.0,13391235,1096.0,67498632.39,97523.76,29.27833333,3.1399999999999997,21.55,60.916
Potato,2010,Summer,west bengal,2440.0,29768,1096.0,405308.4,585.6,12.2,7.0,32.3,61.485
Rapeseed &Mustard,2010,Rabi,west bengal,410793.0,419580,1096.0,68236825.23,98590.32,0.974444444,3.1399999999999997,21.55,60.916
Rice,2010,Summer,west bengal,1369892.0,4506848,1096.0,227552760.1,328774.08,3.123888889,7.0,32.3,61.485
Safflower,2010,Rabi,west bengal,526.0,441,1096.0,87373.86,126.24,0.93875,3.1399999999999997,21.55,60.916
Sannhamp,2010,Kharif,west bengal,714.0,2848,1096.0,118602.54,171.36,4.24,32.39,28.310000000000002,84.468
Sesamum,2010,Summer,west bengal,180426.0,167121,1096.0,29970562.86,43302.24,0.824375,7.0,32.3,61.485
Small millets,2010,Kharif,west bengal,952.0,635,1096.0,158136.72,228.48,0.576666667,32.39,28.310000000000002,84.468
Small millets,2010,Rabi,west bengal,505.0,718,1096.0,83885.55,121.2,0.99,3.1399999999999997,21.55,60.916
Soyabean,2010,Kharif,west bengal,529.0,316,1096.0,87872.19,126.96,0.65,32.39,28.310000000000002,84.468
Sunflower,2010,Kharif,west bengal,6555.0,7358,1096.0,1088851.05,1573.2,1.182352941,32.39,28.310000000000002,84.468
Urad,2010,Kharif,west bengal,45020.0,28462,1096.0,7478272.2,10804.8,0.471176471,32.39,28.310000000000002,84.468
Urad,2010,Rabi,west bengal,11865.0,10661,1096.0,1970895.15,2847.6,0.756666667,3.1399999999999997,21.55,60.916
Wheat,2010,Rabi,west bengal,316808.0,874415,1096.0,52624976.88,76033.92,2.496666667,3.1399999999999997,21.55,60.916
Arhar/Tur,2011,Kharif,bihar,22123.0,42059,1097.1,3706044.96,7300.59,1.869736842,33.32,28.595999999999997,77.858
Bajra,2011,Kharif,bihar,4457.0,5014,1097.1,746636.64,1470.81,1.095,33.32,28.595999999999997,77.858
Barley,2011,Rabi,bihar,10823.0,16690,1097.1,1813068.96,3571.59,1.438125,1.06,19.369999999999997,55.86
Castor seed,2011,Kharif,bihar,102.0,98,1097.1,17087.04,33.66,0.986666667,33.32,28.595999999999997,77.858
Gram,2011,Rabi,bihar,59336.0,76818,1097.1,9939966.72,19580.88,1.197647059,1.06,19.369999999999997,55.86
Groundnut,2011,Kharif,bihar,812.0,829,1097.1,136026.24,267.96,1.0075,33.32,28.595999999999997,77.858
Horse-gram,2011,Kharif,bihar,8641.0,8226,1097.1,1447540.32,2851.53,0.954761905,33.32,28.595999999999997,77.858
Jowar,2011,Kharif,bihar,2016.0,2147,1097.1,337720.32,665.28,1.045714286,33.32,28.595999999999997,77.858
Jute,2011,Kharif,bihar,129070.0,1490696,1097.1,21621806.4,42593.1,12.275,33.32,28.595999999999997,77.858
Khesari,2011,Rabi,bihar,72755.0,92066,1097.1,12187917.6,24009.15,1.067297297,1.06,19.369999999999997,55.86
Linseed,2011,Rabi,bihar,23434.0,20272,1097.1,3925663.68,7733.22,0.872894737,1.06,19.369999999999997,55.86
Maize,2011,Rabi,bihar,239586.0,1098173,1097.1,40135446.72,79063.38,4.221764706,1.06,19.369999999999997,55.86
Maize,2011,Summer,bihar,193311.0,836474,1097.1,32383458.72,63792.63,4.129166667,2.61,32.57,36.99
